,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
节约,0.0,1.0,0.0
望眼欲穿,0.0,1.0,0.0
自明,0.0,1.0,0.0
婞,1.0,0.0,0.0
斐,0.0,1.0,0.0
带劲,0.0,1.0,0.0
饥不择食,1.0,0.0,0.0
沁入肺腑,0.0,1.0,0.0
宠,0.0,1.0,0.0
畅顺,0.0,1.0,0.0
允许,0.0,1.0,0.0
小有名气,0.0,1.0,0.0
不熟练,1.0,0.0,0.0
祭奠,0.0,1.0,0.0
脍炙人口,0.0,1.0,0.0
不仁不义,1.0,0.0,0.0
一清二白,0.0,1.0,0.0
智勇双全,0.0,1.0,0.0
当之无愧,0.0,1.0,0.0
懊,1.0,0.0,0.0
知名,0.0,1.0,0.0
均等,0.0,1.0,0.0
稽首,0.0,1.0,0.0
令人大开眼界,0.0,1.0,0.0
扰扰,1.0,0.0,0.0
疙疙瘩瘩,1.0,0.0,0.0
怒叱,1.0,0.0,0.0
活跃,0.0,1.0,0.0
杰出,0.0,1.0,0.0
捏把汗,1.0,0.0,0.0
愁眉不展,1.0,0.0,0.0
投诉,1.0,0.0,0.0
杂乱无章,1.0,0.0,0.0
骨鲠,0.0,1.0,0.0
灼,0.0,1.0,0.0
面面相觑,1.0,0.0,0.0
训练良好,0.0,1.0,0.0
怒冲冲,1.0,0.0,0.0
颠连,1.0,0.0,0.0
秀丽,0.0,1.0,0.0
常规,0.0,1.0,0.0
奥,0.0,1.0,0.0
虚弱,1.0,0.0,0.0
骄,1.0,0.0,0.0
怅恨,1.0,0.0,0.0
粗手笨脚,1.0,0.0,0.0
从头到尾,0.0,1.0,0.0
精精神神,0.0,1.0,0.0
醒目,0.0,1.0,0.0
撒气,1.0,0.0,0.0
急于,1.0,0.0,0.0
无变化,0.0,1.0,0.0
刚劲有力,0.0,1.0,0.0
板着脸,1.0,0.0,0.0
耳熟能详,0.0,1.0,0.0
使性子,1.0,0.0,0.0
稳定,0.0,1.0,0.0
美观,0.0,1.0,0.0
闹脾气,1.0,0.0,0.0
肉麻,1.0,0.0,0.0
狂热,0.0,1.0,0.0
冥冥,1.0,0.0,0.0
妍丽,0.0,1.0,0.0
悉心,0.0,1.0,0.0
小家子相,1.0,0.0,0.0
经验不足,1.0,0.0,0.0
粗拉,1.0,0.0,0.0
暗黑,1.0,0.0,0.0
敬仰,0.0,1.0,0.0
乐乐呵呵,0.0,1.0,0.0
含悲,1.0,0.0,0.0
喧嚣,1.0,0.0,0.0
难人,1.0,0.0,0.0
憋气,1.0,0.0,0.0
实诚,0.0,1.0,0.0
变化不定,1.0,0.0,0.0
愚妄,1.0,0.0,0.0
伟岸,0.0,1.0,0.0
翻然悔悟,1.0,0.0,0.0
忧烦,1.0,0.0,0.0
惦挂,1.0,0.0,0.0
生死,0.0,1.0,0.0
炯,0.0,1.0,0.0
注,0.0,1.0,0.0
一贯,0.0,1.0,0.0
微末,1.0,0.0,0.0
耳熟,0.0,1.0,0.0
奇形怪状,1.0,0.0,0.0
缠手,1.0,0.0,0.0
绘声绘色,0.0,1.0,0.0
无口才,1.0,0.0,0.0
没两下子,1.0,0.0,0.0
猫哭老鼠,1.0,0.0,0.0
始终不渝,0.0,1.0,0.0
饶有兴致,0.0,1.0,0.0
黄熟,0.0,1.0,0.0
怪里怪气,1.0,0.0,0.0
细腻,0.0,1.0,0.0
大有文章,0.0,1.0,0.0
封闭式,1.0,0.0,0.0
醇,0.0,1.0,0.0
起眼儿,0.0,1.0,0.0
势成骑虎,1.0,0.0,0.0
泄气,1.0,0.0,0.0
入木三分,0.0,1.0,0.0
平淡无奇,1.0,0.0,0.0
傻里瓜唧,1.0,0.0,0.0
罪该万死,1.0,0.0,0.0
手不释卷,0.0,1.0,0.0
说白了,0.0,1.0,0.0
醇美,0.0,1.0,0.0
影影绰绰,1.0,0.0,0.0
溢美,0.0,1.0,0.0
怜,1.0,0.0,0.0
无理,1.0,0.0,0.0
仇恨,1.0,0.0,0.0
不正派,1.0,0.0,0.0
端平,0.0,1.0,0.0
勤快,0.0,1.0,0.0
开朗,0.0,1.0,0.0
可怖,1.0,0.0,0.0
没好气,1.0,0.0,0.0
掊击,1.0,0.0,0.0
超群,0.0,1.0,0.0
溲,1.0,0.0,0.0
慷慨,0.0,1.0,0.0
猥鄙,1.0,0.0,0.0
懒洋洋,1.0,0.0,0.0
辁,1.0,0.0,0.0
灵光,0.0,1.0,0.0
僄,1.0,1.0,0.0
尊崇,0.0,1.0,0.0
水中捞月,1.0,0.0,0.0
欢闹,0.0,1.0,0.0
渴望,0.0,1.0,0.0
怒气冲冲,1.0,0.0,0.0
消魂,0.0,1.0,0.0
疯魔,0.0,1.0,0.0
确实可靠,0.0,1.0,0.0
小康,0.0,1.0,0.0
当真,0.0,1.0,0.0
康乐,0.0,1.0,0.0
有心眼儿,0.0,1.0,0.0
来者不拒,0.0,1.0,0.0
下道儿,1.0,0.0,0.0
叱咤风云,0.0,1.0,0.0
无拘束,0.0,1.0,0.0
文武双全,0.0,1.0,0.0
打入冷宫,1.0,0.0,0.0
悔悟,1.0,0.0,0.0
区区,1.0,0.0,0.0
横暴,1.0,0.0,0.0
自高自大,1.0,0.0,0.0
决然,0.0,1.0,0.0
虚,1.0,0.0,0.0
狡,1.0,0.0,0.0
虚诞,1.0,0.0,0.0
跌宕,0.0,1.0,0.0
装模作样,1.0,0.0,0.0
讲理,0.0,1.0,0.0
有头有尾,0.0,1.0,0.0
痴,1.0,1.0,0.0
胸怀坦荡,0.0,1.0,0.0
错综,1.0,0.0,0.0
赘,1.0,0.0,0.0
翻云覆雨,1.0,0.0,0.0
凄恻,1.0,0.0,0.0
无人过问,1.0,0.0,0.0
华丽,0.0,1.0,0.0
气忿,1.0,0.0,0.0
儇,1.0,1.0,0.0
示同意,0.0,1.0,0.0
不费吹灰之力,0.0,1.0,0.0
没什么了不得,1.0,0.0,0.0
手松,0.0,1.0,0.0
经济宽裕,0.0,1.0,0.0
吝啬,1.0,0.0,0.0
毫厘不差,0.0,1.0,0.0
凶巴巴,1.0,0.0,0.0
神神秘秘,1.0,0.0,0.0
光明磊落,0.0,1.0,0.0
断魂,1.0,0.0,0.0
犒劳,0.0,1.0,0.0
渊博,0.0,1.0,0.0
了不起,1.0,0.0,0.0
悦目,0.0,1.0,0.0
无道德观念,1.0,0.0,0.0
无礼,1.0,0.0,0.0
祥和,0.0,1.0,0.0
怜惜,1.0,0.0,0.0
客观,0.0,1.0,0.0
心旷神怡,0.0,1.0,0.0
虚妄,1.0,0.0,0.0
致密,0.0,1.0,0.0
有保留地,0.0,1.0,0.0
十全十美,0.0,1.0,0.0
悲观,1.0,0.0,0.0
无价,0.0,1.0,0.0
滥,1.0,0.0,0.0
工工整整,0.0,1.0,0.0
闵,1.0,0.0,0.0
不可缺少,0.0,1.0,0.0
嘘,1.0,0.0,0.0
冷若冰霜,1.0,0.0,0.0
怅惘,1.0,0.0,0.0
妥贴,0.0,1.0,0.0
一等,0.0,1.0,0.0
啧啧称赞,0.0,1.0,0.0
苟且,1.0,0.0,0.0
童颜鹤发,0.0,1.0,0.0
推许,0.0,1.0,0.0
邋里邋遢,1.0,0.0,0.0
掊,1.0,0.0,0.0
血气方刚,0.0,1.0,0.0
真心,0.0,1.0,0.0
分明,0.0,1.0,0.0
衣冠楚楚,0.0,1.0,0.0
整齐,0.0,1.0,0.0
超俗,0.0,1.0,0.0
入耳,0.0,1.0,0.0
不合法,1.0,0.0,0.0
寂然,0.0,1.0,0.0
心软,0.0,1.0,0.0
忘乎所以,0.0,1.0,0.0
严峻,1.0,0.0,0.0
蕻,0.0,1.0,0.0
快活,0.0,1.0,0.0
懒散,1.0,0.0,0.0
电贺,0.0,1.0,0.0
怜悯,1.0,0.0,0.0
一暴十寒,1.0,0.0,0.0
旺,0.0,1.0,0.0
刚毅,0.0,1.0,0.0
娇好,0.0,1.0,0.0
莹,0.0,1.0,0.0
孤立无援,1.0,0.0,0.0
混合,1.0,0.0,0.0
慑,1.0,0.0,0.0
以求,0.0,1.0,0.0
赖皮,1.0,0.0,0.0
不能解救,1.0,0.0,0.0
懦怯,1.0,0.0,0.0
壮阔,0.0,1.0,0.0
滞涩,1.0,0.0,0.0
蔫头耷脑,1.0,0.0,0.0
无望,1.0,0.0,0.0
毫不动摇,0.0,1.0,0.0
动听,0.0,1.0,0.0
有点旧,1.0,0.0,0.0
达,0.0,1.0,0.0
踌躇满志,0.0,1.0,0.0
按时,0.0,1.0,0.0
敬服,0.0,1.0,0.0
两面光,1.0,0.0,0.0
刚,0.0,1.0,0.0
关切,0.0,1.0,0.0
一致,0.0,1.0,0.0
阴毒,1.0,0.0,0.0
酷烈,1.0,0.0,0.0
骂不绝口,1.0,0.0,0.0
爽目,0.0,1.0,0.0
乐颠颠,0.0,1.0,0.0
婷婷袅袅,0.0,1.0,0.0
澹然,1.0,0.0,0.0
刻毒,1.0,0.0,0.0
焦急,1.0,0.0,0.0
学识谫陋,1.0,0.0,0.0
淳厚,0.0,1.0,0.0
坚固耐用,0.0,1.0,0.0
迎刃而解,0.0,1.0,0.0
高山流水,0.0,1.0,0.0
浮皮蹭痒,1.0,0.0,0.0
人心大快,0.0,1.0,0.0
保存良好,0.0,1.0,0.0
獠,1.0,0.0,0.0
必不可少,0.0,1.0,0.0
强健,0.0,1.0,0.0
纯厚,0.0,1.0,0.0
一级,0.0,1.0,0.0
人欢马叫,0.0,1.0,0.0
矫情,1.0,0.0,0.0
流芳后世,0.0,1.0,0.0
乖张,1.0,0.0,0.0
脾气火暴,1.0,0.0,0.0
抢眼,0.0,1.0,0.0
奢靡,1.0,0.0,0.0
细心,0.0,1.0,0.0
鬼鬼祟祟,1.0,0.0,0.0
自命不凡,1.0,0.0,0.0
奘,0.0,1.0,0.0
令人作呕,1.0,0.0,0.0
依稀,1.0,0.0,0.0
公正,0.0,1.0,0.0
拱手,0.0,1.0,0.0
迷离,1.0,0.0,0.0
荒无人烟,1.0,0.0,0.0
无记名,1.0,0.0,0.0
闹闹嚷嚷,1.0,0.0,0.0
不健康,1.0,0.0,0.0
凶横,1.0,0.0,0.0
猥陋,1.0,0.0,0.0
夸,0.0,1.0,0.0
有光,0.0,1.0,0.0
忿恚,1.0,0.0,0.0
静僻,1.0,0.0,0.0
悄,0.0,1.0,0.0
恭而敬之,0.0,1.0,0.0
美言,0.0,1.0,0.0
清亮亮,0.0,1.0,0.0
不屑于,1.0,0.0,0.0
枯,1.0,0.0,0.0
明快,0.0,1.0,0.0
向隅,1.0,0.0,0.0
露骨,0.0,1.0,0.0
劢,0.0,1.0,0.0
关怀,0.0,1.0,0.0
不同凡响,0.0,1.0,0.0
癫狂,1.0,0.0,0.0
史诗般,0.0,1.0,0.0
怀疑,1.0,0.0,0.0
翕然,0.0,1.0,0.0
坚毅,0.0,1.0,0.0
峭直,1.0,0.0,0.0
没说的,0.0,1.0,0.0
礼貌性,0.0,1.0,0.0
咒,1.0,0.0,0.0
言必有中,0.0,1.0,0.0
高姿态,0.0,1.0,0.0
笃诚,0.0,1.0,0.0
辛,1.0,0.0,0.0
正派,0.0,1.0,0.0
迍邅,1.0,0.0,0.0
不好意思,1.0,0.0,0.0
眼红,0.0,1.0,0.0
仰慕,0.0,1.0,0.0
欣,0.0,1.0,0.0
夹七夹八,1.0,0.0,0.0
稳健,0.0,1.0,0.0
讶异,1.0,0.0,0.0
写意,0.0,1.0,0.0
实至名归,0.0,1.0,0.0
偏心眼,1.0,0.0,0.0
精神饱满,0.0,1.0,0.0
放荡,1.0,0.0,0.0
龌,1.0,0.0,0.0
保守,1.0,0.0,0.0
怄,1.0,0.0,0.0
才气横溢,0.0,1.0,0.0
肃,1.0,0.0,0.0
辛酸,1.0,0.0,0.0
憎恨,1.0,0.0,0.0
嗤之以鼻,1.0,0.0,0.0
看不上,1.0,0.0,0.0
性情急躁,1.0,0.0,0.0
欢实,0.0,1.0,0.0
妖娆,0.0,1.0,0.0
过得硬,0.0,1.0,0.0
和谐,0.0,1.0,0.0
变相,1.0,0.0,0.0
清淡,1.0,1.0,0.0
直心眼,0.0,1.0,0.0
现行,1.0,0.0,0.0
呆头呆脑,1.0,0.0,0.0
出身高贵,0.0,1.0,0.0
不堪入目,1.0,0.0,0.0
凋敝,1.0,0.0,0.0
睹物思人,0.0,1.0,0.0
庸碌,1.0,0.0,0.0
冥,1.0,1.0,0.0
杀气,1.0,0.0,0.0
芜杂,1.0,0.0,0.0
无可非议,0.0,1.0,0.0
蔫不唧儿,1.0,1.0,0.0
僵化,1.0,0.0,0.0
光洁,0.0,1.0,0.0
不注意,1.0,0.0,0.0
变态,1.0,0.0,0.0
低迷,1.0,0.0,0.0
荒唐,1.0,0.0,0.0
固执,1.0,0.0,0.0
孱,1.0,0.0,0.0
突破性,0.0,1.0,0.0
温和,0.0,1.0,0.0
狂荡,1.0,0.0,0.0
丰饶,0.0,1.0,0.0
歌颂,0.0,1.0,0.0
崇,0.0,1.0,0.0
昏乱,1.0,0.0,0.0
无的放矢,1.0,0.0,0.0
勉强,1.0,0.0,0.0
赏赉,0.0,1.0,0.0
莫测高深,0.0,1.0,0.0
狂放,0.0,1.0,0.0
壮丽,0.0,1.0,0.0
行之有效,0.0,1.0,0.0
婞直,1.0,0.0,0.0
地地道道,0.0,1.0,0.0
油光,0.0,1.0,0.0
特级,0.0,1.0,0.0
难为情,1.0,0.0,0.0
挚切,0.0,1.0,0.0
形格势禁,1.0,0.0,0.0
拥戴,0.0,1.0,0.0
以德报怨,0.0,1.0,0.0
松松垮垮,1.0,0.0,0.0
美妙,0.0,1.0,0.0
花里胡哨,1.0,0.0,0.0
过了气,1.0,0.0,0.0
有案可稽,0.0,1.0,0.0
基部,0.0,1.0,0.0
瓷实,0.0,1.0,0.0
凄冷,1.0,0.0,0.0
五谷丰登,0.0,1.0,0.0
晶莹剔透,0.0,1.0,0.0
一流,0.0,1.0,0.0
忧伤,1.0,0.0,0.0
拜贺,0.0,1.0,0.0
一元化,0.0,1.0,0.0
松垮垮,1.0,0.0,0.0
健旺,0.0,1.0,0.0
顺利,0.0,1.0,0.0
和蔼,0.0,1.0,0.0
排场,0.0,1.0,0.0
忠实,0.0,1.0,0.0
策略,1.0,0.0,0.0
神圣不可侵犯,0.0,1.0,0.0
爱不释手,0.0,1.0,0.0
不可救药,1.0,0.0,0.0
阴损,1.0,0.0,0.0
悭,1.0,0.0,0.0
无常,1.0,0.0,0.0
鄙贱,1.0,0.0,0.0
虚怀若谷,0.0,1.0,0.0
霸气,1.0,1.0,0.0
家喻户晓,0.0,1.0,0.0
体态轻盈,0.0,1.0,0.0
明畅,0.0,1.0,0.0
精选,0.0,1.0,0.0
信息丰富,0.0,1.0,0.0
哈喇,1.0,0.0,0.0
才高八斗,0.0,1.0,0.0
谨慎,0.0,1.0,1.0
哀鸿遍野,1.0,0.0,0.0
抠门儿,1.0,0.0,0.0
和蔼可亲,0.0,1.0,0.0
生恐,1.0,0.0,0.0
索然无味,1.0,0.0,0.0
黑茫茫,1.0,0.0,0.0
毫无目标,1.0,0.0,0.0
楚楚动人,0.0,1.0,0.0
粗糙,1.0,0.0,0.0
气急败坏,1.0,0.0,0.0
悔之晚矣,1.0,0.0,0.0
正统,0.0,1.0,0.0
圣礼,0.0,1.0,0.0
爽心悦目,0.0,1.0,0.0
摭,1.0,0.0,0.0
不努力,1.0,0.0,0.0
优裕,0.0,1.0,0.0
慎重,1.0,1.0,0.0
无意义,1.0,0.0,0.0
气不忿,1.0,0.0,0.0
空中楼阁,1.0,0.0,0.0
雅俗共赏,0.0,1.0,0.0
喁,0.0,1.0,0.0
刺打,1.0,0.0,0.0
诡,1.0,0.0,0.0
狞恶,1.0,0.0,0.0
幽寂,0.0,1.0,0.0
输理,1.0,0.0,0.0
木讷,1.0,0.0,0.0
斜体,1.0,0.0,0.0
放纵,1.0,0.0,0.0
花钱浪费,1.0,0.0,0.0
凄然,1.0,0.0,0.0
烈,1.0,1.0,0.0
高超,0.0,1.0,0.0
干巴巴,1.0,0.0,0.0
一触即溃,1.0,0.0,0.0
礼节性,0.0,1.0,0.0
惘然,1.0,0.0,0.0
气哼哼,1.0,0.0,0.0
清,0.0,1.0,0.0
丢脸,1.0,0.0,0.0
示好,0.0,1.0,0.0
风起云涌,0.0,1.0,0.0
金灿灿,0.0,1.0,0.0
至关紧要,0.0,1.0,0.0
卑劣,1.0,0.0,0.0
漠漠,1.0,0.0,0.0
惶然不安,1.0,0.0,0.0
抱怨,1.0,0.0,0.0
阴森森,1.0,0.0,0.0
明人不做暗事,0.0,1.0,0.0
悲恸,1.0,0.0,0.0
倾慕,0.0,1.0,0.0
穷极潦倒,1.0,0.0,0.0
爱护,0.0,1.0,0.0
悲酸,1.0,0.0,0.0
杲杲,0.0,1.0,0.0
慢条斯理,0.0,1.0,0.0
福如东海,0.0,1.0,0.0
有条有理,0.0,1.0,0.0
翩然,0.0,1.0,0.0
跌荡,0.0,1.0,0.0
花气袭人,0.0,1.0,0.0
称愿,0.0,1.0,0.0
疑虑重重,1.0,0.0,0.0
无疑,0.0,1.0,0.0
惨无人道,1.0,0.0,0.0
癃,1.0,0.0,0.0
滑溜溜,0.0,1.0,0.0
孤单,1.0,0.0,0.0
愉悦,0.0,1.0,0.0
皎皎,0.0,1.0,0.0
杂遝,1.0,0.0,0.0
荦荦大者,0.0,1.0,0.0
洋洋大观,0.0,1.0,0.0
装样子,1.0,0.0,0.0
应下,0.0,1.0,0.0
挑眼,0.0,1.0,0.0
非法,1.0,0.0,0.0
不知疲倦,0.0,1.0,0.0
开拓型,0.0,1.0,0.0
疑难,1.0,0.0,0.0
谇,1.0,0.0,0.0
令人讨厌,1.0,0.0,0.0
无能,1.0,0.0,0.0
自鸣得意,0.0,1.0,0.0
理智,0.0,1.0,0.0
懒,1.0,0.0,0.0
不合时令,1.0,0.0,0.0
不对头,1.0,0.0,0.0
满怀激情,0.0,1.0,0.0
无端,1.0,0.0,0.0
肆,1.0,0.0,0.0
落寞,1.0,0.0,0.0
拉不下脸,1.0,0.0,0.0
光闪闪,0.0,1.0,0.0
学究气,1.0,0.0,0.0
偏心,1.0,0.0,0.0
忧愁,1.0,0.0,0.0
热情,0.0,1.0,0.0
惘然若失,1.0,0.0,0.0
放诞,1.0,0.0,0.0
詈骂,1.0,0.0,0.0
价格高昂,1.0,0.0,0.0
萧飒,1.0,0.0,0.0
蛮悍,1.0,0.0,0.0
赫然,0.0,1.0,0.0
数得着,0.0,1.0,0.0
佩服,0.0,1.0,0.0
刚劲,0.0,1.0,0.0
犬牙交错,1.0,0.0,0.0
虚心,0.0,1.0,0.0
皮,1.0,0.0,0.0
茕茕,1.0,0.0,0.0
静悄,0.0,1.0,0.0
无懈可击,0.0,1.0,0.0
独出心裁,0.0,1.0,0.0
有意,0.0,1.0,0.0
正牌,0.0,1.0,0.0
厝火积薪,1.0,0.0,0.0
高人一等,0.0,1.0,0.0
水滴石穿,0.0,1.0,0.0
一心一意,0.0,1.0,0.0
倥,1.0,0.0,0.0
奇丑无比,1.0,0.0,0.0
闪亮,0.0,1.0,0.0
穷凶极恶,1.0,0.0,0.0
狡黠,1.0,0.0,0.0
从宽,0.0,1.0,0.0
显见,0.0,1.0,0.0
大意,1.0,0.0,0.0
可信任,0.0,1.0,0.0
井然有序,0.0,1.0,0.0
昏,1.0,0.0,0.0
无奢望,0.0,1.0,0.0
逆耳,1.0,0.0,0.0
孤僻,1.0,0.0,0.0
希望,0.0,1.0,0.0
高难,1.0,0.0,0.0
清纯,0.0,1.0,0.0
值钱,0.0,1.0,0.0
痛恨,1.0,0.0,0.0
大咧咧,1.0,0.0,0.0
厮熟,0.0,1.0,0.0
油滑,1.0,0.0,0.0
无价值,1.0,0.0,0.0
虑,1.0,0.0,0.0
置于脑后,1.0,0.0,0.0
不要紧,1.0,0.0,0.0
讲礼貌,0.0,1.0,0.0
伤天害理,1.0,0.0,0.0
迷濛,1.0,0.0,0.0
毫不费力,0.0,1.0,0.0
满面春风,0.0,1.0,0.0
挤挤插插,1.0,0.0,0.0
黝暗,1.0,0.0,0.0
悒郁,1.0,0.0,0.0
合口味,0.0,1.0,0.0
省力,0.0,1.0,0.0
修明,0.0,1.0,0.0
苴,1.0,0.0,0.0
讶然失色,1.0,0.0,0.0
用功,0.0,1.0,0.0
言简意赅,0.0,1.0,0.0
散漫,1.0,0.0,0.0
夹道欢迎,0.0,1.0,0.0
痛斥,1.0,0.0,0.0
傻呵呵,1.0,0.0,0.0
偷,1.0,0.0,0.0
恩爱,0.0,1.0,0.0
缩头缩脑,1.0,0.0,0.0
泞,1.0,0.0,0.0
长线,1.0,0.0,0.0
稳态,0.0,1.0,0.0
殷殷,0.0,1.0,0.0
汗颜,1.0,0.0,0.0
娇柔,0.0,1.0,0.0
玩忽,1.0,0.0,0.0
古旧,1.0,0.0,0.0
不易,1.0,0.0,0.0
淡然,1.0,0.0,0.0
气汹汹,1.0,0.0,0.0
比肩接踵,1.0,0.0,0.0
饶富,0.0,1.0,0.0
平易近人,0.0,1.0,0.0
无所畏惧,0.0,1.0,0.0
残忍,1.0,0.0,0.0
豺狼当道,1.0,0.0,0.0
敬礼,0.0,1.0,0.0
恟,1.0,0.0,0.0
失慎,1.0,0.0,0.0
含愤,1.0,0.0,0.0
粗率,1.0,0.0,0.0
诮,1.0,0.0,0.0
够味儿,0.0,1.0,0.0
顾念,1.0,0.0,0.0
扎实,0.0,1.0,0.0
简朴,0.0,1.0,0.0
懵懵懂懂,1.0,0.0,0.0
寡欢,1.0,0.0,0.0
璀璨,0.0,1.0,0.0
诅,1.0,0.0,0.0
龌龊,1.0,0.0,0.0
挂心,1.0,0.0,0.0
漫漶,1.0,0.0,0.0
端方,0.0,1.0,0.0
魔鬼般,1.0,0.0,0.0
纤巧,0.0,1.0,0.0
一无所长,1.0,0.0,0.0
持异议,1.0,0.0,0.0
应承,0.0,1.0,0.0
得饶人处且饶人,1.0,0.0,0.0
笨鸟先飞,0.0,1.0,0.0
赞许,0.0,1.0,0.0
低标准,1.0,0.0,0.0
暗,1.0,0.0,0.0
干巴,1.0,0.0,0.0
心虚,1.0,0.0,0.0
上赶,0.0,1.0,0.0
赞美,0.0,1.0,0.0
刁恶,1.0,0.0,0.0
缺心眼,1.0,0.0,0.0
该死,1.0,0.0,0.0
秀气,0.0,1.0,0.0
不清不白,1.0,0.0,0.0
芬香,0.0,1.0,0.0
事实胜于雄辩,0.0,1.0,0.0
娇媚,0.0,1.0,0.0
婉丽,0.0,1.0,0.0
见多识广,0.0,1.0,0.0
美,0.0,1.0,0.0
详备,0.0,1.0,0.0
棼,1.0,0.0,0.0
引人注目,0.0,1.0,0.0
机械性,1.0,0.0,0.0
如鱼得水,0.0,1.0,0.0
有条不紊,0.0,1.0,0.0
浅薄,1.0,0.0,0.0
娇嫩,1.0,0.0,0.0
缺,1.0,0.0,0.0
百依百顺,0.0,1.0,0.0
怛,1.0,0.0,0.0
不伦不类,1.0,0.0,0.0
气宇轩昂,0.0,1.0,0.0
惺,0.0,1.0,0.0
匀实,0.0,1.0,0.0
朝气勃勃,0.0,1.0,0.0
不更事,1.0,0.0,0.0
豁,0.0,1.0,0.0
有钱,0.0,1.0,0.0
风风火火,1.0,1.0,0.0
真真切切,0.0,1.0,0.0
顶用,0.0,1.0,0.0
赤裸裸淫秽,1.0,0.0,0.0
统一,0.0,1.0,0.0
有福,0.0,1.0,0.0
顾虑重重,1.0,0.0,0.0
希,0.0,1.0,0.0
不大离儿,0.0,1.0,0.0
随随便便,1.0,0.0,0.0
墩墩实实,0.0,1.0,0.0
单,1.0,0.0,0.0
可,0.0,1.0,0.0
心慈面软,0.0,1.0,0.0
琐屑,1.0,0.0,0.0
风光,0.0,1.0,0.0
沉寂,0.0,1.0,0.0
自告奋勇,0.0,1.0,0.0
残酷无情,1.0,0.0,0.0
理亏,1.0,0.0,0.0
急进,0.0,1.0,0.0
亢,1.0,0.0,0.0
愧恨,1.0,0.0,0.0
变色,1.0,0.0,0.0
脆美,0.0,1.0,0.0
蓬蓬勃勃,0.0,1.0,0.0
叫骂,1.0,0.0,0.0
壮烈,0.0,1.0,0.0
冷淡,1.0,0.0,0.0
抱歉,1.0,0.0,0.0
微愠,1.0,0.0,0.0
奴颜婢膝,1.0,0.0,0.0
脏乎乎,1.0,0.0,0.0
和畅,0.0,1.0,0.0
绝佳,0.0,1.0,0.0
匠心独具,0.0,1.0,0.0
朴素,0.0,1.0,1.0
软,1.0,1.0,0.0
萧然,1.0,0.0,0.0
含羞,1.0,0.0,0.0
宽假,1.0,0.0,0.0
宽贷,1.0,0.0,0.0
一干二净,0.0,1.0,0.0
鄙弃,1.0,0.0,0.0
白衣苍狗,1.0,0.0,0.0
憎,1.0,0.0,0.0
辣,1.0,0.0,0.0
自满,0.0,1.0,0.0
韪,0.0,1.0,0.0
答应,0.0,1.0,0.0
熟透,0.0,1.0,0.0
丢三落四,1.0,0.0,0.0
打心眼里,0.0,1.0,0.0
孝顺,0.0,1.0,0.0
皓,0.0,1.0,0.0
不可理喻,1.0,0.0,0.0
既往不咎,0.0,1.0,0.0
瞧不上眼,1.0,0.0,0.0
喜乐,0.0,1.0,0.0
完善,0.0,1.0,0.0
骂娘,1.0,0.0,0.0
问心有愧,1.0,0.0,0.0
受过良好训练,0.0,1.0,0.0
心宽,0.0,1.0,0.0
膻气,1.0,0.0,0.0
铁案如山,0.0,1.0,0.0
精粹,0.0,1.0,0.0
懈怠,1.0,0.0,0.0
一团漆黑,1.0,0.0,0.0
幽黯,1.0,0.0,0.0
翘企,0.0,1.0,0.0
油脂麻花,1.0,0.0,0.0
荒落,1.0,0.0,0.0
贴题,0.0,1.0,0.0
讆,1.0,0.0,0.0
嫕,0.0,1.0,0.0
祭祀,0.0,1.0,0.0
假,1.0,0.0,0.0
不痛不痒,1.0,0.0,0.0
自命清高,1.0,0.0,0.0
寓意深刻,0.0,1.0,0.0
鸡犬不宁,1.0,0.0,0.0
嗓子不好,1.0,0.0,0.0
聚焦,0.0,1.0,0.0
唯我独尊,1.0,0.0,0.0
郁郁,0.0,1.0,0.0
矜,1.0,0.0,0.0
清通,0.0,1.0,0.0
迷迷糊糊,1.0,0.0,0.0
地下,1.0,0.0,0.0
金贵,0.0,1.0,0.0
甜,0.0,1.0,0.0
了不得,1.0,0.0,0.0
名不副实,1.0,0.0,0.0
怒骂,1.0,0.0,0.0
烂漫,0.0,1.0,0.0
肤泛,1.0,0.0,0.0
倜傥不群,0.0,1.0,0.0
生气,1.0,0.0,0.0
无所帮助,1.0,0.0,0.0
髀肉复生,0.0,1.0,0.0
痴心妄想,0.0,1.0,0.0
落俗套,1.0,0.0,0.0
威武,0.0,1.0,0.0
连篇累牍,1.0,0.0,0.0
浩荡,0.0,1.0,0.0
保准,0.0,1.0,0.0
爽气,0.0,1.0,0.0
引咎自责,1.0,0.0,0.0
昶,0.0,1.0,0.0
密不透风,1.0,0.0,0.0
罪不容诛,1.0,0.0,0.0
拥挤不堪,1.0,0.0,0.0
浑金璞玉,0.0,1.0,0.0
和,0.0,1.0,0.0
负面,1.0,0.0,0.0
不雅观,1.0,0.0,0.0
熟,0.0,1.0,0.0
方正,0.0,1.0,0.0
好容易,1.0,0.0,0.0
突出,0.0,1.0,0.0
磕磕绊绊,1.0,0.0,0.0
细致,0.0,1.0,0.0
抱不平,1.0,0.0,0.0
劭,0.0,1.0,0.0
名誉扫地,1.0,0.0,0.0
徼幸,0.0,1.0,0.0
简括,0.0,1.0,0.0
不起眼儿,1.0,0.0,0.0
凶恶,1.0,0.0,0.0
大而化之,1.0,0.0,0.0
艰深,1.0,0.0,0.0
中允,0.0,1.0,0.0
发狠,1.0,0.0,0.0
粼,0.0,1.0,0.0
