,负面情感词语（中文）,正面情感词语（中文）,中性情感词语（中文）
拾金不昧,0.0,1.0,0.0
受看,0.0,1.0,0.0
暝,1.0,0.0,0.0
寥寂,1.0,0.0,0.0
鲜明,0.0,1.0,0.0
藐视,1.0,0.0,0.0
包容,1.0,0.0,0.0
许,0.0,1.0,0.0
喜不自胜,0.0,1.0,0.0
急不可待,1.0,0.0,0.0
诱人,0.0,1.0,0.0
怠惰,1.0,0.0,0.0
钦佩,0.0,1.0,0.0
令人折断腰,1.0,0.0,0.0
被动,1.0,0.0,0.0
不妥,1.0,0.0,0.0
短小精悍,0.0,1.0,0.0
标准,0.0,1.0,1.0
温良,0.0,1.0,0.0
虚诈,1.0,0.0,0.0
腐朽,1.0,0.0,0.0
微不足道,1.0,0.0,0.0
枉,1.0,0.0,0.0
挹,1.0,0.0,0.0
不合时宜,1.0,0.0,0.0
罪恶昭彰,1.0,0.0,0.0
狂妄自大,1.0,0.0,0.0
贪恋,0.0,1.0,0.0
惶恐,1.0,0.0,0.0
有识,0.0,1.0,0.0
粗劣,1.0,0.0,0.0
十恶不赦,1.0,0.0,0.0
狂怒,1.0,0.0,0.0
尊重,0.0,1.0,0.0
心灵美,0.0,1.0,0.0
恰如其分,0.0,1.0,0.0
蓬勃,0.0,1.0,0.0
融和,0.0,1.0,0.0
亮晶晶,0.0,1.0,0.0
一团糟,1.0,0.0,0.0
干瘪,1.0,0.0,0.0
脆生,0.0,1.0,0.0
静寂,0.0,1.0,0.0
丰茂,0.0,1.0,0.0
热热闹闹,0.0,1.0,0.0
不可读,1.0,0.0,0.0
慈善,0.0,1.0,0.0
一场空,1.0,0.0,0.0
颓丧,1.0,0.0,0.0
想不开,1.0,0.0,0.0
回礼,0.0,1.0,0.0
斗,1.0,0.0,0.0
三思而行,0.0,1.0,0.0
爱搭不理,1.0,0.0,0.0
忠良,0.0,1.0,0.0
新潮,0.0,1.0,0.0
零七八碎,1.0,0.0,0.0
不落忍,1.0,0.0,0.0
诡计多端,1.0,0.0,0.0
融融,0.0,1.0,0.0
刻板,1.0,0.0,0.0
吉祥,0.0,1.0,0.0
有一搭没一搭,1.0,0.0,0.0
不可一世,1.0,0.0,0.0
似乎,1.0,0.0,0.0
险固,0.0,1.0,0.0
落拓不羁,0.0,1.0,0.0
数一数二,0.0,1.0,0.0
羡慕,0.0,1.0,0.0
香纯,0.0,1.0,0.0
赞佩,0.0,1.0,0.0
屁滚尿流,1.0,0.0,0.0
小看,1.0,0.0,0.0
厉,1.0,0.0,0.0
冷门,1.0,0.0,0.0
体惜,1.0,0.0,0.0
乖觉,0.0,1.0,0.0
磕头,0.0,1.0,0.0
陈,1.0,0.0,0.0
忸怩,1.0,0.0,0.0
刚正不阿,0.0,1.0,0.0
怊,1.0,0.0,0.0
不骄不躁,0.0,1.0,0.0
有福气,0.0,1.0,0.0
费,1.0,0.0,0.0
觥筹交错,0.0,1.0,0.0
悲哀,1.0,0.0,0.0
优异,0.0,1.0,0.0
繁重,1.0,0.0,0.0
雄心勃勃,0.0,1.0,0.0
遗憾,1.0,0.0,0.0
惊怕,1.0,0.0,0.0
排列整齐,0.0,1.0,0.0
嘀咕,1.0,0.0,0.0
景仰,0.0,1.0,0.0
黑蒙蒙,1.0,0.0,0.0
妖冶,0.0,1.0,0.0
无知,1.0,0.0,0.0
粲,0.0,1.0,0.0
腻歪,1.0,0.0,0.0
好吃,0.0,1.0,0.0
翔实,0.0,1.0,0.0
快慰,0.0,1.0,0.0
不平等,1.0,0.0,0.0
严谨,0.0,1.0,0.0
火爆,1.0,1.0,0.0
恒定,0.0,1.0,0.0
灯火阑珊,1.0,0.0,0.0
粗重,1.0,0.0,0.0
恣肆,1.0,1.0,0.0
觖望,1.0,0.0,0.0
烨,0.0,1.0,0.0
耳闻目睹,0.0,1.0,0.0
骈枝,1.0,0.0,0.0
不可接受,1.0,0.0,0.0
倔犟,1.0,0.0,0.0
敬爱,0.0,1.0,0.0
闭塞,1.0,0.0,0.0
躁狂,1.0,0.0,0.0
随心所欲,1.0,0.0,0.0
横,1.0,0.0,0.0
安定,0.0,1.0,0.0
像样子,0.0,1.0,0.0
有始有终,0.0,1.0,0.0
肩摩毂击,1.0,0.0,0.0
期盼,0.0,1.0,0.0
一怔,1.0,0.0,0.0
能,0.0,1.0,0.0
腥臊,1.0,0.0,0.0
显要,0.0,1.0,0.0
荒乱,1.0,0.0,0.0
离题,1.0,0.0,0.0
全,0.0,1.0,0.0
绰约,0.0,1.0,0.0
彰明较著,0.0,1.0,0.0
干净,0.0,1.0,0.0
宥,1.0,0.0,0.0
出以公心,0.0,1.0,0.0
空头,1.0,0.0,0.0
懊悔,1.0,0.0,0.0
辩证,0.0,1.0,0.0
毵毵,1.0,0.0,0.0
暴烈,1.0,0.0,0.0
书生气,1.0,0.0,0.0
爱,0.0,1.0,0.0
不好看,1.0,0.0,0.0
无计划,1.0,0.0,0.0
老式,1.0,0.0,0.0
淋漓尽致,0.0,1.0,0.0
羞答答,1.0,0.0,0.0
踏踏实实,0.0,1.0,0.0
蔫不出溜,0.0,1.0,0.0
筋道,0.0,1.0,0.0
桀,1.0,0.0,0.0
越礼,1.0,0.0,0.0
聪明,0.0,1.0,0.0
无规,1.0,0.0,0.0
看淡,1.0,0.0,0.0
小巧玲珑,0.0,1.0,0.0
思念,0.0,1.0,0.0
想,0.0,1.0,0.0
丧心病狂,1.0,0.0,0.0
紧紧,0.0,1.0,0.0
假造,1.0,0.0,0.0
一视同仁,0.0,1.0,0.0
令人高兴,0.0,1.0,0.0
声名大振,0.0,1.0,0.0
有据,0.0,1.0,0.0
万籁俱寂,0.0,1.0,0.0
挂火,1.0,0.0,0.0
魄散魂飞,1.0,0.0,0.0
特困,1.0,0.0,0.0
安静,0.0,1.0,0.0
强硬,0.0,1.0,0.0
入微,0.0,1.0,0.0
自行,0.0,1.0,0.0
痛惜,1.0,0.0,0.0
迂阔,1.0,0.0,0.0
发人深省,0.0,1.0,0.0
淡泊,0.0,1.0,0.0
怏怏,1.0,0.0,0.0
猜疑,1.0,0.0,0.0
草,1.0,0.0,0.0
喜,0.0,1.0,0.0
涵蓄,1.0,1.0,0.0
坚不可摧,0.0,1.0,0.0
期待,0.0,1.0,0.0
歆羡,0.0,1.0,0.0
背包袱,1.0,0.0,0.0
不谨慎,1.0,0.0,0.0
结实,0.0,1.0,0.0
逍遥自在,0.0,1.0,0.0
利令智昏,1.0,0.0,0.0
举棋不定,1.0,0.0,0.0
守旧,1.0,0.0,0.0
欢欢喜喜,0.0,1.0,0.0
楚楚,0.0,1.0,0.0
齐备,0.0,1.0,0.0
原,1.0,0.0,0.0
花样翻新,0.0,1.0,0.0
磅礴,0.0,1.0,0.0
不厌,0.0,1.0,0.0
悲戚,1.0,0.0,0.0
黢,1.0,0.0,0.0
抗议,1.0,0.0,0.0
拉下脸,1.0,0.0,0.0
挤得水泄不通,1.0,0.0,0.0
忽略,1.0,0.0,0.0
暗地,1.0,0.0,0.0
如期,0.0,1.0,0.0
投入,0.0,1.0,0.0
灰茫茫,1.0,0.0,0.0
刺眼,1.0,1.0,0.0
在理,0.0,1.0,0.0
槁,1.0,0.0,0.0
有理由,0.0,1.0,0.0
勐,0.0,1.0,0.0
甜蜜蜜,0.0,1.0,0.0
味道鲜,0.0,1.0,0.0
质次价高,1.0,0.0,0.0
行不通,1.0,0.0,0.0
精神矍铄,0.0,1.0,0.0
窳败,1.0,0.0,0.0
淘,1.0,0.0,0.0
喜形于色,0.0,1.0,0.0
发毛,1.0,0.0,0.0
臭名远扬,1.0,0.0,0.0
大骂,1.0,0.0,0.0
浑噩,1.0,0.0,0.0
不变,0.0,1.0,0.0
残酷,1.0,0.0,0.0
动人,0.0,1.0,0.0
娴熟,0.0,1.0,0.0
坚决,0.0,1.0,0.0
愣头愣脑,1.0,0.0,0.0
一文不值,1.0,0.0,0.0
刍,1.0,0.0,0.0
浅近,0.0,1.0,0.0
剔透,0.0,1.0,0.0
不好客,1.0,0.0,0.0
狯,1.0,0.0,0.0
复杂多变,1.0,0.0,0.0
生涩,1.0,0.0,0.0
阴森,1.0,0.0,0.0
快意,0.0,1.0,0.0
晟,0.0,1.0,0.0
佼,0.0,1.0,0.0
亮闪闪,0.0,1.0,0.0
痴恋,0.0,1.0,0.0
平易,0.0,1.0,0.0
不够格,1.0,0.0,0.0
叫苦,1.0,0.0,0.0
鲜美,0.0,1.0,0.0
高尚,0.0,1.0,0.0
惶惶,1.0,0.0,0.0
塌实,0.0,1.0,0.0
羞窘,1.0,0.0,0.0
道贺,0.0,1.0,0.0
婀娜,0.0,1.0,0.0
心直口快,0.0,1.0,0.0
也好,0.0,1.0,0.0
太长,1.0,0.0,0.0
太贵,1.0,0.0,0.0
高清,0.0,1.0,0.0
受不了,1.0,0.0,0.0
挺好,0.0,1.0,0.0
可以,0.0,1.0,0.0
差不多,0.0,0.0,1.0
没有高,1.0,0.0,0.0
垃圾,1.0,0.0,0.0
痒,1.0,0.0,0.0
慢,1.0,0.0,0.0
很好,0.0,1.0,0.0
不是很好,1.0,0.0,0.0
信赖,0.0,1.0,0.0
还可以,0.0,1.0,0.0
一般般,0.0,0.0,1.0
一般,0.0,0.0,1.0
很快,0.0,1.0,0.0
足够,0.0,1.0,0.0
不是通用,1.0,0.0,0.0
静音,0.0,1.0,0.0
过高,1.0,0.0,0.0
好评,0.0,1.0,0.0
很差,1.0,0.0,0.0
变形,1.0,0.0,0.0
太少,1.0,0.0,0.0
不稳,1.0,0.0,0.0
别最好,1.0,0.0,0.0
不算亲和,1.0,0.0,0.0
不不好,0.0,1.0,0.0
太稀,1.0,0.0,0.0
不是讲究,1.0,0.0,0.0
不好,1.0,0.0,0.0
无良,1.0,0.0,0.0
坑人,1.0,0.0,0.0
及时,0.0,1.0,0.0
不积极,1.0,0.0,0.0
很大,0.0,1.0,0.0
不舒服,1.0,0.0,0.0
久,0.0,0.0,1.0
还好,0.0,1.0,0.0
看不到,1.0,0.0,0.0
强劲,0.0,1.0,0.0
无好,1.0,0.0,0.0
推荐,0.0,1.0,0.0
不符,1.0,0.0,0.0
裂,1.0,0.0,0.0
太差,1.0,0.0,0.0
很轻,0.0,1.0,0.0
淡淡的,0.0,1.0,0.0
用不上,1.0,0.0,0.0
还行,0.0,1.0,0.0
没有更糟,0.0,1.0,0.0
良心,0.0,1.0,0.0
很多,0.0,1.0,0.0
凉凉的,0.0,1.0,0.0
不怎么样,1.0,0.0,0.0
很小,0.0,1.0,0.0
够大,0.0,1.0,0.0
不灵,1.0,0.0,0.0
值得,0.0,1.0,0.0
听不见,1.0,0.0,0.0
正品,0.0,1.0,0.0
有问题,1.0,0.0,0.0
守信用,0.0,1.0,0.0
不准,1.0,0.0,0.0
假货,1.0,0.0,0.0
不值,1.0,0.0,0.0
不卡,0.0,1.0,0.0
不咋地,1.0,0.0,0.0
超好,0.0,1.0,0.0
没有顺滑,1.0,0.0,0.0
不给力,1.0,0.0,0.0
不是太强,0.0,1.0,0.0
不敬业,1.0,0.0,0.0
对得起,0.0,1.0,0.0
刺痛,1.0,0.0,0.0
不是敏感,1.0,0.0,0.0
超快,0.0,1.0,0.0
挺快,0.0,1.0,0.0
很干,1.0,0.0,0.0
太短,1.0,0.0,0.0
猛烈,1.0,0.0,0.0
很棒,0.0,1.0,0.0
迅速,0.0,1.0,0.0
没有清扬,1.0,0.0,0.0
不太好,1.0,0.0,0.0
失败,1.0,0.0,0.0
不行了,0.0,0.0,1.0
丰富,0.0,1.0,0.0
不少,0.0,1.0,0.0
超差,1.0,0.0,0.0
不干净,1.0,0.0,0.0
高大上,0.0,1.0,0.0
不敢恭维,1.0,0.0,0.0
很薄,1.0,0.0,0.0
足,0.0,1.0,0.0
假冒伪劣,1.0,0.0,0.0
不带劲,1.0,0.0,0.0
挺大,0.0,1.0,0.0
很高,0.0,1.0,0.0
不咋滴,1.0,0.0,0.0
裂痕,1.0,0.0,0.0
大爱,0.0,1.0,0.0
正版,0.0,1.0,0.0
太假,1.0,0.0,0.0
没有明显,0.0,0.0,1.0
差评,1.0,0.0,0.0
不敢不用说,1.0,0.0,0.0
挺高,0.0,1.0,0.0
充分,0.0,1.0,0.0
凑合,0.0,0.0,1.0
不怎么正宗,1.0,0.0,0.0
过敏,1.0,0.0,0.0
不过敏,0.0,1.0,0.0
正规,0.0,1.0,0.0
太高,1.0,0.0,0.0
放心,0.0,1.0,0.0
不是过敏,0.0,1.0,0.0
很低,0.0,1.0,0.0
柔软,0.0,1.0,0.0
欠佳,1.0,0.0,0.0
保证,0.0,1.0,0.0
紧绷,1.0,0.0,0.0
紧致,0.0,1.0,0.0
不是很多,1.0,0.0,0.0
不是密实,1.0,0.0,0.0
到位,0.0,1.0,0.0
没得说,0.0,1.0,0.0
闹心,1.0,0.0,0.0
不全,1.0,0.0,0.0
适合,0.0,1.0,0.0
发错,1.0,0.0,0.0
不容易,1.0,1.0,0.0
不高,1.0,0.0,1.0
坏掉,1.0,0.0,0.0
太软,1.0,0.0,0.0
不是舒服,1.0,0.0,0.0
专业,0.0,1.0,0.0
太久,1.0,0.0,0.0
给力,0.0,1.0,0.0
很重,1.0,0.0,0.0
超赞,0.0,1.0,0.0
无卡,0.0,1.0,0.0
滑滑的,0.0,1.0,0.0
不怎么好,1.0,0.0,0.0
划算,0.0,1.0,0.0
小了点,1.0,0.0,0.0
不会欺骗,0.0,1.0,0.0
不好不坏,0.0,0.0,1.0
挺厚,0.0,1.0,0.0
型,0.0,1.0,0.0
不差,0.0,1.0,0.0
牵强,1.0,0.0,0.0
裂开,1.0,0.0,0.0
不牢,1.0,0.0,0.0
nice,0.0,1.0,0.0
坑爹,1.0,0.0,0.0
没有问题,0.0,1.0,0.0
偏轻,1.0,0.0,0.0
蛮大,0.0,1.0,0.0
很坑,1.0,0.0,0.0
很强,0.0,1.0,0.0
太重,1.0,0.0,0.0
贴心,0.0,1.0,0.0
杠杠滴,0.0,1.0,0.0
烦人,1.0,0.0,0.0
美观大方,0.0,1.0,0.0
不适用,1.0,0.0,0.0
极差,1.0,0.0,0.0
上档次,0.0,1.0,0.0
信任,0.0,1.0,0.0
被骗,1.0,0.0,0.0
不是满意,1.0,0.0,0.0
腻腻的,1.0,0.0,0.0
很脏,1.0,0.0,0.0
难吸,1.0,0.0,0.0
水润,0.0,1.0,0.0
超高,0.0,0.0,1.0
过大,1.0,0.0,0.0
不是正品,1.0,0.0,0.0
慎用,1.0,0.0,0.0
很滑,0.0,1.0,0.0
差错,1.0,0.0,0.0
不亮,1.0,0.0,0.0
倒霉,1.0,0.0,0.0
很糙,1.0,0.0,0.0
牛逼,0.0,1.0,0.0
次货,1.0,0.0,0.0
较小,1.0,0.0,0.0
堕落,1.0,0.0,0.0
对不上,1.0,0.0,0.0
保障,0.0,1.0,0.0
耐心,0.0,1.0,0.0
短,1.0,0.0,0.0
不喜欢,1.0,0.0,0.0
很慢,1.0,0.0,0.0
次品,1.0,0.0,0.0
超慢,1.0,0.0,0.0
烫,1.0,0.0,0.0
好东西,0.0,1.0,0.0
好闻,0.0,1.0,0.0
搭理,0.0,1.0,0.0
怪怪的,1.0,0.0,0.0
杠杠的,0.0,1.0,0.0
low,1.0,0.0,0.0
好大,1.0,0.0,0.0
卡,1.0,0.0,0.0
没什么可以,1.0,0.0,0.0
普通,0.0,0.0,1.0
不理,1.0,0.0,0.0
小贵,1.0,0.0,0.0
油油的,1.0,0.0,0.0
不损伤,0.0,1.0,0.0
不咋的,1.0,0.0,0.0
不结实,1.0,0.0,0.0
不严密,1.0,0.0,0.0
不大挺干,0.0,1.0,0.0
粘连,1.0,0.0,0.0
看不清,1.0,0.0,0.0
不耐用,1.0,0.0,0.0
没有快,1.0,0.0,0.0
丝滑,0.0,1.0,0.0
不是合适,1.0,0.0,0.0
充足,0.0,1.0,0.0
卡顿,1.0,0.0,0.0
超值,0.0,1.0,0.0
很赞,0.0,1.0,0.0
没有紧绷,0.0,1.0,0.0
拆过,1.0,0.0,0.0
开封,1.0,0.0,0.0
亏了,1.0,0.0,0.0
大气,0.0,1.0,0.0
不愉快,1.0,0.0,0.0
不负责,1.0,0.0,0.0
够用,0.0,1.0,0.0
不踏实,1.0,0.0,0.0
较干,1.0,0.0,0.0
不是适合,1.0,0.0,0.0
挺棒,0.0,1.0,0.0
引以为豪,0.0,1.0,0.0
不能细致,1.0,0.0,0.0
半死不活,1.0,0.0,0.0
烦死,1.0,0.0,0.0
没有可以,1.0,0.0,0.0
很长,0.0,1.0,0.0
不好穿,1.0,0.0,0.0
很短,1.0,0.0,0.0
不如好,1.0,0.0,0.0
不正,1.0,0.0,0.0
超多,0.0,1.0,0.0
不容易脏,0.0,1.0,0.0
不如地摊货,0.0,1.0,0.0
很痒,1.0,0.0,0.0
粗大,0.0,0.0,1.0
没有好,1.0,0.0,0.0
丰满,0.0,1.0,0.0
龟速,1.0,0.0,0.0
夸张,1.0,0.0,0.0
不凉快,1.0,0.0,0.0
蛮好,0.0,1.0,0.0
不靠谱,1.0,0.0,0.0
过期,1.0,0.0,0.0
迷惑,1.0,0.0,0.0
好样,0.0,1.0,0.0
略大,0.0,0.0,1.0
一级棒,0.0,1.0,0.0
不要完美,1.0,0.0,0.0
蛮快,0.0,1.0,0.0
无功无过,0.0,0.0,1.0
够长,0.0,1.0,0.0
不是好,1.0,0.0,0.0
不影响,0.0,0.0,1.0
小小的,1.0,0.0,0.0
不会差,0.0,1.0,0.0
很假,1.0,0.0,0.0
挺干,1.0,0.0,0.0
响,1.0,0.0,0.0
很牛,0.0,1.0,0.0
白眼,1.0,0.0,0.0
挺慢,1.0,0.0,0.0
努力,0.0,1.0,0.0
薄巧,0.0,1.0,0.0
没有牛,1.0,0.0,0.0
没好,1.0,0.0,0.0
旧旧的,1.0,0.0,0.0
挺强,0.0,1.0,0.0
火辣辣,1.0,0.0,0.0
不多,0.0,0.0,1.0
不严格,1.0,0.0,0.0
好点,0.0,1.0,0.0
顺滑,0.0,1.0,0.0
冒充,1.0,0.0,0.0
不垃圾,0.0,1.0,0.0
没有突出,1.0,0.0,0.0
很静,0.0,1.0,0.0
过于,1.0,0.0,0.0
漏出,1.0,0.0,0.0
不可以,1.0,0.0,0.0
奇怪,1.0,0.0,0.0
浓郁,0.0,1.0,0.0
差远了,1.0,0.0,0.0
不及时,1.0,0.0,0.0
呛鼻,1.0,0.0,0.0
不是很大,1.0,0.0,0.0
漏,1.0,0.0,0.0
纠结,1.0,0.0,0.0
挺多,0.0,1.0,0.0
不是洁面,1.0,0.0,0.0
裂纹,1.0,0.0,0.0
无语,1.0,0.0,0.0
没有毛躁,0.0,1.0,0.0
盗版,1.0,0.0,0.0
残次品,1.0,0.0,0.0
不够持久,1.0,0.0,0.0
不张扬,0.0,1.0,0.0
坑,1.0,0.0,0.0
环保,0.0,1.0,0.0
ok,0.0,1.0,0.0
清爽,0.0,1.0,0.0
疙瘩,1.0,0.0,0.0
不会硬邦邦,0.0,1.0,0.0
符合,0.0,1.0,0.0
不够麻烦,0.0,1.0,0.0
鸡肋,1.0,0.0,0.0
没有准确,1.0,0.0,0.0
没有积极,1.0,0.0,0.0
不贵,0.0,1.0,0.0
很痛,1.0,0.0,0.0
很爽,0.0,1.0,0.0
不均,1.0,0.0,0.0
心凉,1.0,0.0,0.0
没有详细,1.0,0.0,0.0
真快,0.0,1.0,0.0
不如安静,1.0,0.0,0.0
美中不足,0.0,0.0,1.0
点赞,0.0,1.0,0.0
难得,0.0,0.0,1.0
拖延,1.0,0.0,0.0
巨大,0.0,0.0,1.0
细微,1.0,0.0,0.0
太棒,0.0,1.0,0.0
更好,0.0,1.0,0.0
干扰,1.0,0.0,0.0
很香,0.0,1.0,0.0
偏干,1.0,0.0,0.0
不够实用,1.0,0.0,0.0
不够灵敏,1.0,0.0,0.0
没型,1.0,0.0,0.0
不能盖住,1.0,0.0,0.0
偏小,1.0,0.0,0.0
敷衍,1.0,0.0,0.0
缺斤短两,1.0,0.0,0.0
瑕疵,1.0,0.0,0.0
太浓,1.0,0.0,0.0
清凉,0.0,1.0,0.0
厚实,0.0,1.0,0.0
太慢,1.0,0.0,0.0
很烂,1.0,0.0,0.0
黑屏,1.0,0.0,0.0
很老,1.0,0.0,0.0
失灵,1.0,0.0,0.0
平顺,0.0,1.0,0.0
轻飘飘,1.0,0.0,0.0
不是符合,1.0,0.0,0.0
没有良心,1.0,0.0,0.0
不是一般,0.0,0.0,1.0
经典,0.0,1.0,0.0
较重,1.0,0.0,0.0
发霉,1.0,0.0,0.0
小巧,0.0,1.0,0.0
没有流畅,1.0,0.0,0.0
接触不良,1.0,0.0,0.0
随意,0.0,1.0,0.0
不如细腻,1.0,0.0,0.0
炫,0.0,1.0,0.0
着实,0.0,1.0,0.0
镇静,0.0,1.0,0.0
甜腻,1.0,0.0,0.0
不腻腻的,0.0,1.0,0.0
适中,0.0,0.0,1.0
满分,0.0,1.0,0.0
快速,0.0,1.0,0.0
不尽人意,1.0,0.0,0.0
厚重,0.0,1.0,0.0
不麻烦,0.0,1.0,0.0
打不开,1.0,0.0,0.0
宏亮,0.0,1.0,0.0
不适,1.0,0.0,0.0
堵塞,1.0,0.0,0.0
老顾客,0.0,1.0,0.0
没有涩涩的,0.0,1.0,0.0
棒棒的,0.0,1.0,0.0
没有失望,0.0,1.0,0.0
蛮高,0.0,1.0,0.0
不值钱,1.0,0.0,0.0
不够长,1.0,0.0,0.0
没紧致,1.0,0.0,0.0
不推荐,1.0,0.0,0.0
挺轻,0.0,1.0,0.0
不不亮,0.0,1.0,0.0
时好时坏,1.0,0.0,0.0
很足,0.0,1.0,0.0
粘稠,1.0,0.0,0.0
合算,0.0,1.0,0.0
不是喜欢,1.0,0.0,0.0
挺赞,0.0,1.0,0.0
不慢,0.0,1.0,0.0
智能,0.0,1.0,0.0
容易断,1.0,0.0,0.0
太强,1.0,0.0,0.0
不持久,1.0,0.0,0.0
蓬松,0.0,0.0,1.0
较少,1.0,0.0,0.0
不能卡,0.0,1.0,0.0
发黑,1.0,0.0,0.0
出乎意料,0.0,1.0,0.0
未及时,1.0,0.0,0.0
挺重,0.0,1.0,0.0
违法,1.0,0.0,0.0
很旧,1.0,0.0,0.0
暖,0.0,1.0,0.0
很厚,0.0,1.0,0.0
没浪费,0.0,1.0,0.0
漏液,1.0,0.0,0.0
偏高,1.0,0.0,0.0
没话说,0.0,1.0,0.0
不够干净,1.0,0.0,0.0
太甜,1.0,0.0,0.0
不是很准,1.0,0.0,0.0
拉级,1.0,0.0,0.0
无奈,1.0,0.0,0.0
要命,1.0,0.0,0.0
胡搞,1.0,0.0,0.0
没有仔细,1.0,0.0,0.0
不关心,1.0,0.0,0.0
相符,0.0,1.0,0.0
以次充好,1.0,0.0,0.0
很硬,1.0,0.0,0.0
有噪音,1.0,0.0,0.0
没有到位,1.0,0.0,0.0
不正品,1.0,0.0,0.0
挺费,1.0,0.0,0.0
不便宜,1.0,0.0,0.0
不配,1.0,0.0,0.0
没有难闻,0.0,1.0,0.0
没过期,0.0,1.0,0.0
超棒,0.0,1.0,0.0
不是很干,0.0,1.0,0.0
胡说,1.0,0.0,0.0
偏色,1.0,0.0,0.0
很深,1.0,0.0,0.0
兼容,0.0,1.0,0.0
极速,0.0,1.0,0.0
很卡,1.0,0.0,0.0
没有厉害,1.0,0.0,0.0
连累,1.0,0.0,0.0
很次,1.0,0.0,0.0
极佳,0.0,1.0,0.0
不用说,0.0,1.0,0.0
不是超静,1.0,0.0,0.0
不是超薄,1.0,0.0,0.0
不亏,0.0,1.0,0.0
一模一样,0.0,1.0,0.0
卡住,1.0,0.0,0.0
废品,1.0,0.0,0.0
无温和,1.0,0.0,0.0
没及时,1.0,0.0,0.0
大小不一,1.0,0.0,0.0
没有静音,1.0,0.0,0.0
不次,0.0,1.0,0.0
没什么普通,0.0,0.0,1.0
不够完美,1.0,0.0,0.0
不是打不通,0.0,1.0,0.0
夸大,1.0,0.0,0.0
很久,1.0,0.0,0.0
很少,0.0,1.0,0.0
很稳,0.0,1.0,0.0
不能不好,0.0,1.0,0.0
靠谱,0.0,1.0,0.0
没有正规,1.0,0.0,0.0
不是慢,0.0,1.0,0.0
不怎么美观,1.0,0.0,0.0
偏白,1.0,0.0,0.0
没有安静,1.0,0.0,0.0
很烫,1.0,0.0,0.0
很美,0.0,1.0,0.0
贴合,0.0,1.0,0.0
五星,0.0,1.0,0.0
干涩,1.0,0.0,0.0
晃动,1.0,0.0,0.0
不实用,1.0,0.0,0.0
没软软的,1.0,0.0,0.0
瞎扯,1.0,0.0,0.0
破裂,1.0,0.0,0.0
易碎,1.0,0.0,0.0
没有过敏,0.0,1.0,0.0
不是纯正,1.0,0.0,0.0
不是明显,0.0,0.0,1.0
臭臭的,1.0,0.0,0.0
不精致,1.0,0.0,0.0
难以避免,1.0,0.0,0.0
将就,1.0,0.0,0.0
nb,0.0,1.0,0.0
没事,0.0,0.0,1.0
不包邮,1.0,0.0,0.0
不太爽,1.0,0.0,0.0
很齐,0.0,1.0,0.0
稍慢,1.0,0.0,0.0
不油,0.0,1.0,0.0
温暖,0.0,1.0,0.0
挺长,0.0,1.0,0.0
不安,1.0,0.0,0.0
敏感,0.0,1.0,0.0
不算快,1.0,0.0,0.0
不舒适,1.0,0.0,0.0
没有松垮,0.0,1.0,0.0
被用过,1.0,0.0,0.0
理解,0.0,1.0,0.0
缺憾,1.0,0.0,0.0
稍贵,1.0,0.0,0.0
破碎,1.0,0.0,0.0
平民,0.0,1.0,0.0
未开封,0.0,1.0,0.0
不怎么好看,1.0,0.0,0.0
不会有问题,0.0,1.0,0.0
无耻,1.0,0.0,0.0
不能理解,1.0,0.0,0.0
帅气,0.0,1.0,0.0
业余,1.0,0.0,0.0
大不如前,1.0,0.0,0.0
裂缝,1.0,0.0,0.0
不是方便,1.0,0.0,0.0
没有高速,1.0,0.0,0.0
负责任,0.0,1.0,0.0
没讲究,1.0,0.0,0.0
损伤,1.0,0.0,0.0
漏气,1.0,0.0,0.0
不贴合,1.0,0.0,0.0
美好,0.0,1.0,0.0
没什么保障,1.0,0.0,0.0
瘪,1.0,0.0,0.0
本来清楚,1.0,0.0,0.0
充不了,1.0,0.0,0.0
不是出色,1.0,0.0,0.0
持久,0.0,1.0,0.0
极高,1.0,0.0,0.0
没差劲,0.0,1.0,0.0
漏发,1.0,0.0,0.0
没反应,1.0,0.0,0.0
摇晃,1.0,0.0,0.0
脱落,1.0,0.0,0.0
破破烂烂,1.0,0.0,0.0
火大,1.0,0.0,0.0
不开心,1.0,0.0,0.0
享受,0.0,1.0,0.0
争气,0.0,1.0,0.0
好少,1.0,0.0,0.0
震撼,0.0,1.0,0.0
没什么差,0.0,1.0,0.0
泛白,1.0,0.0,0.0
不准确,1.0,0.0,0.0
不适合,1.0,0.0,0.0
不够大,1.0,0.0,0.0
太低,1.0,0.0,0.0
不够牢固,1.0,0.0,0.0
深层,0.0,1.0,0.0
忽悠,1.0,0.0,0.0
不是很醇,0.0,1.0,0.0
不地道,1.0,0.0,0.0
太薄,0.0,0.0,1.0
包邮,0.0,1.0,0.0
暗沉,1.0,0.0,0.0
不一般长,1.0,0.0,0.0
不厚道,1.0,0.0,0.0
安心,0.0,1.0,0.0
旧版,1.0,0.0,0.0
方便快捷,0.0,1.0,0.0
很坏,1.0,0.0,0.0
挺齐,0.0,1.0,0.0
不怎样,1.0,0.0,0.0
真好,0.0,1.0,0.0
偏贵,1.0,0.0,0.0
没有粗暴,0.0,1.0,0.0
协调,0.0,1.0,0.0
发白,1.0,0.0,0.0
没夸张,0.0,1.0,0.0
绰绰有余,0.0,1.0,0.0
偏黄,1.0,0.0,0.0
打不通,1.0,0.0,0.0
超静,0.0,1.0,0.0
不正版,1.0,0.0,0.0
